Height	Theta	w	u	v	RH	theta_e	P	T
3928.871	307.01	3.621	15.226	26.372	86.038	318.178	621.82	268.022
3934.9	307.025	3.587	15.248	26.41	85.454	318.088	621.344	267.977
3940.943	307.041	3.553	15.27	26.448	84.878	318.0	620.867	267.931
3947.0	307.056	3.519	15.291	26.486	84.287	317.909	620.389	267.885
3953.071	307.071	3.485	15.314	26.524	83.709	317.821	619.909	267.839
3959.157	307.086	3.451	15.335	26.561	83.114	317.732	619.429	267.793
3965.229	307.101	3.416	15.356	26.597	82.491	317.639	618.949	267.747
3971.3	307.117	3.38	15.376	26.632	81.862	317.546	618.471	267.701
3977.357	307.132	3.347	15.395	26.665	81.277	317.459	617.994	267.656
3983.414	307.147	3.316	15.414	26.698	80.75	317.38	617.517	267.61
3989.486	307.162	3.287	15.433	26.73	80.25	317.305	617.04	267.564
3995.571	307.177	3.257	15.451	26.761	79.735	317.228	616.561	267.518
4001.686	307.193	3.227	15.468	26.791	79.235	317.154	616.081	267.472
4007.814	307.208	3.2	15.484	26.82	78.782	317.085	615.6	267.425
4013.943	307.223	3.174	15.5	26.847	78.349	317.02	615.12	267.379
4020.071	307.239	3.146	15.514	26.872	77.869	316.95	614.639	267.332
4026.214	307.254	3.115	15.528	26.895	77.329	316.872	614.157	267.286
4032.386	307.27	3.084	15.541	26.917	76.76	316.79	613.674	267.239
4038.586	307.285	3.051	15.553	26.938	76.174	316.708	613.19	267.192
4044.814	307.301	3.018	15.564	26.958	75.554	316.621	612.703	267.145
4051.086	307.316	2.985	15.574	26.975	74.944	316.536	612.213	267.098
4057.371	307.332	2.954	15.584	26.992	74.361	316.454	611.72	267.05
4063.671	307.348	2.922	15.591	27.005	73.771	316.373	611.227	267.002
4069.986	307.364	2.89	15.599	27.018	73.169	316.29	610.736	266.955
4076.314	307.38	2.858	15.605	27.029	72.576	316.209	610.243	266.907
4082.657	307.396	2.828	15.61	27.037	72.027	316.133	609.749	266.859
4089.014	307.412	2.801	15.615	27.046	71.532	316.065	609.254	266.811
4095.4	307.428	2.773	15.619	27.053	71.016	315.995	608.759	266.763
4101.786	307.444	2.742	15.622	27.058	70.431	315.916	608.261	266.714
4108.171	307.46	2.709	15.625	27.063	69.8	315.833	607.766	266.666
4114.571	307.476	2.676	15.626	27.066	69.139	315.746	607.27	266.618
4120.971	307.492	2.643	15.628	27.068	68.495	315.662	606.773	266.569
4127.386	307.508	2.611	15.629	27.071	67.858	315.579	606.276	266.521
4133.8	307.524	2.578	15.629	27.071	67.199	315.494	605.777	266.472
4140.229	307.54	2.546	15.629	27.071	66.561	315.412	605.28	266.423
4146.657	307.556	2.516	15.629	27.069	65.954	315.334	604.781	266.375
4153.071	307.572	2.486	15.628	27.068	65.379	315.26	604.284	266.326
4159.486	307.588	2.459	15.626	27.066	64.853	315.193	603.789	266.277
4165.871	307.604	2.436	15.625	27.063	64.431	315.138	603.294	266.229
4172.243	307.62	2.416	15.623	27.06	64.091	315.094	602.801	266.181
4178.614	307.636	2.395	15.621	27.056	63.708	315.044	602.31	266.132
4184.957	307.652	2.368	15.619	27.052	63.181	314.979	601.821	266.084
4191.286	307.668	2.338	15.616	27.048	62.561	314.902	601.333	266.036
4197.614	307.684	2.306	15.614	27.045	61.882	314.819	600.846	265.988
4203.929	307.7	2.275	15.612	27.041	61.22	314.739	600.359	265.94
4210.229	307.716	2.245	15.61	27.037	60.595	314.663	599.873	265.893
4216.543	307.731	2.217	15.608	27.034	60.03	314.595	599.387	265.845
4222.857	307.747	2.193	15.606	27.03	59.547	314.537	598.903	265.797
4229.186	307.763	2.171	15.604	27.026	59.113	314.484	598.416	265.749
4235.529	307.779	2.149	15.601	27.022	58.699	314.435	597.929	265.701
4241.9	307.795	2.128	15.599	27.019	58.272	314.384	597.441	265.653
4248.271	307.811	2.105	15.597	27.015	57.831	314.332	596.953	265.604
4254.629	307.827	2.082	15.595	27.011	57.346	314.275	596.466	265.556
4261.0	307.843	2.058	15.593	27.008	56.85	314.217	595.979	265.508
4267.357	307.859	2.034	15.591	27.005	56.364	314.161	595.493	265.46
4273.714	307.875	2.012	15.59	27.003	55.913	314.109	595.007	265.412
4280.057	307.891	1.99	15.589	27.0	55.467	314.058	594.523	265.364
4286.4	307.907	1.968	15.587	26.998	55.025	314.008	594.039	265.316
4292.743	307.923	1.948	15.586	26.996	54.603	313.96	593.556	265.268
4299.057	307.939	1.927	15.586	26.995	54.177	313.912	593.074	265.22
4305.357	307.954	1.906	15.585	26.994	53.742	313.863	592.594	265.172
4311.629	307.97	1.885	15.585	26.994	53.318	313.816	592.117	265.124
4317.871	307.986	1.865	15.585	26.994	52.907	313.771	591.641	265.077
4324.1	308.001	1.846	15.585	26.994	52.521	313.728	591.169	265.03
4330.3	308.017	1.829	15.586	26.995	52.178	313.691	590.699	264.983
4336.486	308.033	1.812	15.586	26.996	51.836	313.654	590.23	264.936
4342.657	308.048	1.795	15.588	26.999	51.506	313.619	589.761	264.89
4348.8	308.063	1.779	15.589	27.0	51.183	313.584	589.294	264.843
4354.929	308.079	1.764	15.59	27.003	50.894	313.554	588.829	264.796
4361.043	308.094	1.75	15.591	27.005	50.641	313.527	588.366	264.75
4367.143	308.11	1.738	15.594	27.009	50.44	313.507	587.904	264.704
4373.243	308.125	1.728	15.596	27.014	50.295	313.492	587.443	264.657
4379.357	308.14	1.719	15.599	27.019	50.158	313.479	586.98	264.611
4385.486	308.156	1.71	15.603	27.025	50.055	313.469	586.517	264.565
4391.614	308.171	1.704	15.606	27.03	50.001	313.465	586.054	264.518
4397.757	308.187	1.701	15.609	27.036	50.056	313.472	585.591	264.472
4403.9	308.202	1.7	15.613	27.042	50.171	313.486	585.129	264.425
4410.057	308.217	1.698	15.617	27.05	50.262	313.497	584.664	264.378
4416.214	308.233	1.694	15.621	27.057	50.296	313.502	584.201	264.332
4422.357	308.248	1.692	15.626	27.065	50.363	313.51	583.74	264.285
4428.5	308.264	1.694	15.63	27.072	50.595	313.536	583.277	264.239
4434.629	308.279	1.702	15.634	27.079	50.956	313.575	582.817	264.192
4440.729	308.295	1.709	15.639	27.087	51.319	313.615	582.359	264.146
4446.814	308.31	1.714	15.643	27.094	51.628	313.648	581.903	264.1
4452.886	308.325	1.719	15.647	27.102	51.922	313.68	581.449	264.054
4458.929	308.34	1.725	15.651	27.109	52.237	313.714	580.996	264.008
4464.957	308.355	1.73	15.655	27.115	52.541	313.746	580.544	263.963
4470.957	308.371	1.734	15.658	27.12	52.8	313.774	580.094	263.917
4476.929	308.386	1.737	15.66	27.124	53.066	313.803	579.646	263.872
4482.871	308.4	1.741	15.661	27.126	53.331	313.831	579.201	263.826
4488.786	308.415	1.744	15.662	27.128	53.561	313.855	578.76	263.782
4494.686	308.43	1.748	15.662	27.128	53.842	313.885	578.32	263.737
4500.571	308.445	1.756	15.661	27.126	54.232	313.925	577.881	263.693
4506.457	308.46	1.765	15.66	27.124	54.666	313.97	577.441	263.648
4512.343	308.475	1.772	15.657	27.119	55.018	314.007	577.001	263.603
4518.243	308.489	1.774	15.654	27.113	55.245	314.03	576.561	263.558
4524.143	308.504	1.774	15.649	27.105	55.402	314.047	576.121	263.513
4530.043	308.519	1.777	15.644	27.095	55.63	314.07	575.681	263.468
4535.943	308.534	1.781	15.637	27.084	55.936	314.101	575.241	263.424
4541.857	308.549	1.786	15.629	27.071	56.253	314.133	574.801	263.379
4547.771	308.564	1.791	15.62	27.055	56.567	314.165	574.361	263.334
4553.686	308.579	1.795	15.609	27.036	56.853	314.194	573.921	263.289
4559.6	308.594	1.799	15.597	27.015	57.113	314.22	573.481	263.244
4565.514	308.608	1.801	15.584	26.993	57.364	314.245	573.043	263.199
4571.414	308.623	1.804	15.57	26.968	57.597	314.269	572.604	263.154
4577.286	308.638	1.805	15.555	26.942	57.793	314.288	572.169	263.109
4583.157	308.653	1.805	15.539	26.915	57.943	314.303	571.734	263.065
4589.029	308.668	1.803	15.522	26.885	58.07	314.316	571.299	263.02
4594.9	308.682	1.802	15.504	26.853	58.197	314.329	570.863	262.975
4600.771	308.697	1.802	15.485	26.821	58.342	314.343	570.429	262.931
4606.643	308.712	1.802	15.465	26.786	58.5	314.358	569.994	262.886
4612.514	308.727	1.802	15.444	26.75	58.664	314.375	569.56	262.841
4618.4	308.742	1.801	15.423	26.713	58.804	314.388	569.127	262.797
4624.271	308.756	1.799	15.401	26.675	58.912	314.399	568.694	262.752
4630.157	308.771	1.796	15.378	26.635	58.951	314.403	568.26	262.707
4636.071	308.786	1.791	15.355	26.596	58.965	314.404	567.824	262.663
4642.0	308.801	1.786	15.331	26.555	58.979	314.406	567.389	262.618
4647.957	308.816	1.781	15.308	26.514	58.985	314.407	566.95	262.572
4653.943	308.831	1.776	15.284	26.473	58.964	314.405	566.51	262.527
4659.957	308.846	1.77	15.26	26.431	58.946	314.404	566.067	262.481
4666.0	308.861	1.766	15.235	26.388	58.974	314.407	565.621	262.435
4672.1	308.877	1.763	15.21	26.344	59.054	314.415	565.174	262.389
4678.257	308.892	1.762	15.185	26.301	59.174	314.427	564.723	262.342
4684.443	308.908	1.761	15.16	26.258	59.324	314.441	564.267	262.295
4690.686	308.924	1.76	15.134	26.213	59.465	314.455	563.809	262.247
4696.971	308.939	1.759	15.109	26.169	59.603	314.468	563.347	262.199
4703.3	308.955	1.757	15.083	26.124	59.743	314.481	562.883	262.151
4709.686	308.971	1.757	15.057	26.08	59.911	314.497	562.416	262.102
4716.1	308.988	1.757	15.031	26.034	60.105	314.516	561.946	262.053
4722.557	309.004	1.757	15.004	25.988	60.302	314.534	561.473	262.004
4729.043	309.02	1.758	14.978	25.942	60.511	314.554	560.999	261.955
4735.557	309.037	1.759	14.95	25.894	60.716	314.573	560.523	261.905
4742.1	309.053	1.759	14.922	25.846	60.912	314.592	560.047	261.855
4748.671	309.07	1.759	14.894	25.798	61.105	314.61	559.569	261.805
4755.271	309.086	1.759	14.865	25.747	61.311	314.629	559.087	261.755
4761.9	309.103	1.759	14.835	25.695	61.519	314.648	558.604	261.705
4768.543	309.12	1.759	14.804	25.642	61.716	314.666	558.121	261.654
4775.2	309.137	1.759	14.773	25.587	61.903	314.683	557.637	261.603
4781.871	309.153	1.758	14.74	25.53	62.073	314.699	557.154	261.553
4788.529	309.17	1.757	14.706	25.472	62.232	314.714	556.671	261.502
4795.171	309.187	1.756	14.671	25.412	62.397	314.729	556.189	261.452
4801.8	309.204	1.756	14.635	25.349	62.586	314.746	555.707	261.401
4808.386	309.22	1.756	14.598	25.284	62.787	314.764	555.23	261.351
4814.929	309.237	1.755	14.559	25.217	62.967	314.78	554.756	261.301
4821.457	309.253	1.753	14.521	25.151	63.06	314.789	554.284	261.251
4827.943	309.27	1.746	14.481	25.081	63.037	314.787	553.814	261.202
4834.414	309.286	1.739	14.44	25.011	62.98	314.782	553.347	261.153
4840.871	309.302	1.734	14.399	24.939	62.963	314.781	552.881	261.103
4847.314	309.318	1.729	14.356	24.866	62.983	314.783	552.416	261.054
4853.757	309.335	1.72	14.314	24.792	62.879	314.774	551.95	261.005
4860.186	309.351	1.707	14.271	24.718	62.565	314.748	551.487	260.956
4866.614	309.367	1.689	14.228	24.643	62.122	314.71	551.024	260.907
4873.043	309.383	1.671	14.185	24.569	61.651	314.67	550.56	260.858
4879.471	309.4	1.653	14.142	24.495	61.176	314.63	550.096	260.809
4885.914	309.416	1.635	14.099	24.421	60.691	314.589	549.631	260.76
4892.371	309.432	1.617	14.056	24.346	60.232	314.551	549.167	260.71
4898.829	309.448	1.602	14.015	24.275	59.865	314.521	548.701	260.661
4905.286	309.465	1.59	13.974	24.204	59.589	314.499	548.237	260.611
4911.714	309.481	1.578	13.935	24.136	59.341	314.479	547.774	260.562
4918.1	309.497	1.569	13.896	24.069	59.168	314.466	547.316	260.513
4924.443	309.513	1.562	13.859	24.005	59.098	314.462	546.86	260.465
4930.757	309.529	1.554	13.824	23.943	58.961	314.452	546.407	260.417
4937.043	309.545	1.541	13.789	23.884	58.652	314.428	545.956	260.368
4943.3	309.561	1.526	13.756	23.827	58.242	314.396	545.507	260.321
4949.529	309.576	1.512	13.726	23.774	57.892	314.368	545.061	260.273
4955.729	309.592	1.501	13.696	23.723	57.648	314.35	544.617	260.225
4961.9	309.608	1.491	13.669	23.675	57.45	314.336	544.176	260.178
4968.043	309.623	1.481	13.642	23.629	57.245	314.321	543.737	260.131
4974.157	309.639	1.472	13.617	23.586	57.042	314.307	543.3	260.084
4980.243	309.654	1.463	13.594	23.546	56.891	314.297	542.864	260.038
4989.133	309.676	1.379	13.59	23.539	53.867	314.051	542.18	259.963
4996.267	309.694	1.378	13.563	23.492	54.028	314.068	541.673	259.908
5003.133	309.712	1.38	13.533	23.44	54.266	314.091	541.187	259.856
5009.8	309.729	1.379	13.5	23.383	54.402	314.106	540.713	259.805
5016.333	309.745	1.375	13.467	23.325	54.442	314.113	540.253	259.756
5022.667	309.761	1.371	13.43	23.261	54.448	314.116	539.8	259.707
5028.867	309.777	1.368	13.393	23.198	54.506	314.124	539.36	259.66
5034.933	309.792	1.367	13.357	23.134	54.621	314.137	538.927	259.613
5040.8	309.807	1.37	13.317	23.065	54.88	314.16	538.507	259.567
5046.533	309.821	1.373	13.28	23.002	55.161	314.186	538.1	259.524
5052.067	309.835	1.38	13.247	22.944	55.588	314.222	537.707	259.481
5057.467	309.849	1.389	13.213	22.886	56.132	314.268	537.327	259.44
5062.733	309.862	1.402	13.183	22.834	56.795	314.323	536.953	259.4
5067.867	309.875	1.416	13.157	22.788	57.49	314.381	536.587	259.36
5073.0	309.888	1.431	13.133	22.748	58.242	314.442	536.227	259.321
5078.133	309.901	1.444	13.113	22.713	58.937	314.499	535.867	259.282
5083.2	309.914	1.454	13.1	22.69	59.48	314.544	535.507	259.243
5088.267	309.927	1.458	13.09	22.673	59.809	314.572	535.147	259.204
5093.2	309.939	1.462	13.087	22.667	60.106	314.596	534.793	259.165
5097.933	309.951	1.469	13.083	22.661	60.545	314.632	534.46	259.129
5102.533	309.963	1.479	13.087	22.667	61.098	314.677	534.14	259.094
5107.067	309.974	1.489	13.097	22.684	61.672	314.723	533.82	259.06
5111.467	309.985	1.496	13.107	22.701	62.091	314.757	533.507	259.025
5115.8	309.996	1.496	13.123	22.73	62.208	314.768	533.2	258.992
5120.133	310.007	1.492	13.143	22.765	62.168	314.766	532.9	258.96
5124.467	310.018	1.482	13.163	22.8	61.918	314.748	532.593	258.926
5128.8	310.029	1.473	13.187	22.84	61.662	314.73	532.287	258.893
5133.2	310.04	1.465	13.21	22.88	61.456	314.716	531.987	258.86
5137.533	310.051	1.461	13.233	22.921	61.433	314.716	531.68	258.827
5141.867	310.062	1.462	13.26	22.967	61.573	314.728	531.373	258.793
5146.133	310.073	1.473	13.287	23.013	62.176	314.775	531.073	258.76
5150.333	310.084	1.497	13.31	23.054	63.314	314.864	530.78	258.728
5154.467	310.094	1.529	13.333	23.094	64.836	314.981	530.493	258.697
5158.667	310.105	1.569	13.353	23.129	66.642	315.119	530.207	258.666
5162.933	310.116	1.612	13.377	23.169	68.621	315.27	529.907	258.633
5167.267	310.127	1.655	13.397	23.204	70.59	315.419	529.6	258.599
5171.6	310.138	1.697	13.413	23.233	72.569	315.568	529.293	258.566
5175.867	310.148	1.74	13.43	23.261	74.568	315.719	529.0	258.534
5180.0	311.1	1.787	13.443	23.285	71.916	316.82	528.713	259.287
5184.0	311.344	1.837	13.453	23.302	72.904	317.228	528.433	259.451
5187.867	311.595	1.889	13.467	23.325	73.899	317.649	528.167	259.623
5191.6	311.844	1.942	13.477	23.342	74.866	318.069	527.907	259.794
5195.267	312.094	1.991	13.487	23.36	75.671	318.48	527.647	259.965
5198.933	312.351	2.039	13.5	23.383	76.341	318.893	527.393	260.143
5202.467	312.59	2.084	13.51	23.4	76.946	319.279	527.147	260.308
5206.0	312.783	2.119	13.523	23.423	77.421	319.587	526.9	260.434
5209.533	312.926	2.143	13.54	23.452	77.7	319.807	526.66	260.519
5213.133	313.041	2.162	13.557	23.481	78.0	319.986	526.407	260.578
5216.667	313.13	2.175	13.577	23.515	78.186	320.119	526.16	260.618
5220.2	313.195	2.182	13.597	23.55	78.25	320.205	525.92	260.638
5223.733	313.243	2.186	13.62	23.591	78.314	320.267	525.68	260.644
5227.267	313.284	2.188	13.647	23.637	78.378	320.318	525.44	260.644
5230.933	313.327	2.193	13.68	23.694	78.505	320.377	525.187	260.644
5234.8	313.38	2.199	13.717	23.758	78.631	320.45	524.92	260.65
5238.733	313.427	2.202	13.757	23.827	78.694	320.507	524.647	260.65
5242.8	313.473	2.205	13.8	23.902	78.756	320.564	524.373	260.65
5246.933	313.521	2.206	13.847	23.983	78.757	320.616	524.093	260.65
5251.067	313.578	2.208	13.9	24.076	78.757	320.682	523.807	260.657
5255.267	313.627	2.209	13.953	24.168	78.758	320.736	523.52	260.656
5259.533	313.669	2.209	14.013	24.272	78.758	320.78	523.227	260.65
5263.8	313.71	2.209	14.073	24.376	78.758	320.822	522.94	260.643
5268.067	313.752	2.211	14.137	24.485	78.82	320.871	522.647	260.636
5272.267	313.777	2.209	14.203	24.601	78.819	320.89	522.36	260.616
5276.467	313.803	2.206	14.27	24.716	78.817	320.908	522.073	260.596
5280.667	313.829	2.206	14.34	24.838	78.879	320.934	521.78	260.576
5284.867	313.846	2.204	14.41	24.959	78.94	320.946	521.493	260.55
5289.067	313.863	2.202	14.48	25.08	79.001	320.958	521.207	260.523
5293.267	313.881	2.2	14.55	25.201	79.062	320.971	520.92	260.496
5297.4	313.897	2.198	14.62	25.323	79.123	320.982	520.64	260.47
5301.6	313.914	2.197	14.69	25.444	79.184	320.994	520.353	260.443
5305.8	313.933	2.195	14.757	25.559	79.246	321.008	520.06	260.417
5310.0	313.95	2.191	14.82	25.669	79.245	321.015	519.773	260.39
5314.2	313.966	2.188	14.88	25.773	79.244	321.021	519.493	260.363
5318.333	313.983	2.184	14.94	25.877	79.243	321.027	519.213	260.337
5322.467	314.007	2.183	14.993	25.969	79.304	321.05	518.933	260.317
5326.6	314.031	2.183	15.043	26.056	79.366	321.073	518.653	260.297
5330.733	314.048	2.179	15.09	26.137	79.364	321.079	518.373	260.27
5334.867	314.072	2.177	15.133	26.212	79.362	321.097	518.093	260.25
5339.0	314.097	2.174	15.173	26.281	79.361	321.115	517.813	260.23
5343.133	314.113	2.171	15.207	26.339	79.359	321.121	517.533	260.204
5347.267	314.138	2.168	15.233	26.385	79.358	321.139	517.253	260.184
5351.4	314.162	2.166	15.257	26.425	79.357	321.156	516.973	260.164
5355.467	314.187	2.164	15.273	26.454	79.355	321.174	516.693	260.144
5359.533	314.204	2.16	15.287	26.477	79.353	321.18	516.413	260.117
5363.533	314.226	2.158	15.293	26.489	79.352	321.196	516.147	260.098
5367.467	314.248	2.155	15.297	26.495	79.351	321.211	515.88	260.078
5371.4	314.27	2.155	15.3	26.5	79.413	321.232	515.613	260.058
5375.333	314.293	2.154	15.3	26.5	79.475	321.253	515.347	260.038
5379.2	314.314	2.155	15.297	26.495	79.6	321.279	515.087	260.017
5383.067	314.335	2.154	15.293	26.489	79.661	321.298	514.827	259.997
5387.0	314.349	2.152	15.29	26.483	79.721	321.307	514.56	259.971
5390.933	314.372	2.151	15.287	26.477	79.782	321.329	514.293	259.951
5394.867	314.393	2.151	15.283	26.472	79.844	321.348	514.033	259.931
5398.867	314.407	2.149	15.283	26.472	79.905	321.358	513.767	259.904
5402.867	314.43	2.148	15.287	26.477	79.966	321.379	513.5	259.884
5406.933	314.446	2.145	15.297	26.495	79.966	321.384	513.227	259.858
5411.0	314.461	2.141	15.31	26.518	79.965	321.389	512.953	259.831
5415.067	314.477	2.138	15.33	26.552	79.964	321.395	512.68	259.805
5419.2	314.501	2.134	15.353	26.593	79.901	321.406	512.407	259.785
5423.333	314.526	2.13	15.387	26.65	79.838	321.42	512.127	259.765
5427.533	314.543	2.124	15.423	26.714	79.775	321.421	511.847	259.738
5431.8	314.562	2.119	15.467	26.789	79.712	321.424	511.56	259.712
5436.067	314.58	2.114	15.517	26.876	79.648	321.427	511.273	259.685
5440.467	314.591	2.106	15.573	26.974	79.52	321.414	510.98	259.652
5444.867	314.603	2.099	15.633	27.078	79.392	321.401	510.687	259.619
5449.2	314.623	2.092	15.7	27.193	79.264	321.4	510.393	259.593
5453.533	314.634	2.084	15.77	27.314	79.135	321.387	510.1	259.56
5463.333	314.69	2.074	15.882	27.508	79.009	321.413	509.42	259.507
5490.133	314.816	2.053	16.059	27.814	78.934	321.477	507.627	259.349
5587.467	315.206	1.988	16.318	28.264	79.103	321.675	501.587	258.784
5850.8	316.337	1.815	17.374	30.092	79.567	322.297	484.86	257.206
6200.8	317.682	1.597	18.033	31.235	80.51	322.987	463.6	255.01
6814.6	319.68	1.264	19.547	33.857	83.897	323.967	428.6	250.92
7548.6	321.84	0.804	20.37	35.282	77.899	324.638	388.6	245.639
8351.6	324.04	0.468	21.039	36.441	73.219	325.72	346.8	239.402
9061.4	325.58	0.25	21.502	37.242	63.356	326.503	313.0	233.591
9761.2	326.9	0.17	21.759	37.688	75.073	327.547	280.8	227.371
10245.0	327.58	0.104	20.988	36.351	69.454	327.984	260.6	223.033
10635.6	328.08	0.068	20.679	35.817	64.856	328.349	245.0	219.467
10969.0	328.54	0.044	20.525	35.55	57.179	328.717	232.4	216.482
11249.0	329.24	0.034	20.576	35.639	55.981	329.378	222.4	214.233
11585.6	330.9	0.024	21.09	36.53	49.244	330.999	211.0	212.099
11880.4	332.76	0.018	21.811	37.777	43.893	332.835	201.2	210.411
12178.8	336.02	0.014	22.016	38.133	36.561	336.079	191.6	209.524
12457.0	342.04	0.01	21.399	37.064	21.933	342.083	183.0	210.496
12677.0	348.8	0.008	20.37	35.282	13.176	348.835	176.4	212.414
12821.8	356.12	0.008	18.518	32.075	8.76	356.155	172.4	215.454
13016.4	363.6	0.008	15.792	27.353	6.165	363.635	167.2	218.062
13205.4	369.82	0.008	13.374	23.165	4.772	369.856	162.4	219.954
13411.0	373.3	0.01	10.905	18.888	5.718	373.345	157.4	220.048
13662.8	375.86	0.008	8.179	14.166	4.921	375.896	151.4	219.109
13884.6	376.94	0.006	5.967	10.335	4.301	376.967	146.2	217.554
14125.8	377.94	0.004	5.144	8.91	3.428	377.959	140.8	215.797
14334.8	378.7	0.002	4.784	8.286	2.028	378.709	136.2	214.188
14523.2	380.14	0.0	5.658	9.801	0.0	380.14	132.2	213.178
14719.8	382.78	0.0	7.459	12.919	0.0	382.78	128.2	212.781
14939.2	386.14	0.0	9.414	16.305	0.0	386.14	123.8	212.517
15174.6	392.38	0.0	11.317	19.601	0.0	392.38	119.4	213.729
15473.6	401.22	0.0	12.243	21.205	0.0	401.22	114.0	215.671
15813.0	411.34	0.0	11.934	20.67	0.0	411.34	108.2	217.835
16095.8	420.2	0.0	11.111	19.245	0.0	420.2	103.52	219.732
16425.6	429.0	0.0	9.876	17.107	0.0	429.0	98.32	221.053
16768.0	435.54	0.0	8.282	14.345	0.0	435.54	93.34	221.113
17044.6	440.34	0.0	7.51	13.008	0.0	440.34	89.46	220.854
17251.0	443.12	0.0	7.407	12.83	0.0	443.12	86.66	220.237
17517.2	446.88	0.0	7.253	12.563	0.0	446.88	83.14	219.488
17773.2	451.12	0.0	7.15	12.384	0.0	451.12	79.94	219.099
17960.4	455.08	0.0	6.944	12.028	0.0	455.08	77.72	219.25
18158.0	458.58	0.0	6.79	11.761	0.0	458.58	75.4	219.03
18370.2	462.48	0.0	6.842	11.85	0.0	462.48	72.94	218.809
18648.2	466.34	0.0	8.025	13.899	0.0	466.34	69.94	218.002
18880.2	469.22	0.0	9.208	15.948	0.0	469.22	67.52	217.151
19206.0	474.96	0.0	9.259	16.037	0.0	474.96	64.32	216.778
19585.0	482.24	0.0	9.414	16.305	0.0	482.24	60.72	216.506
19964.6	489.66	0.0	9.105	15.77	0.0	489.66	57.18	216.095
20256.8	497.38	0.0	7.819	13.543	0.0	497.38	54.64	216.669
20560.4	505.58	0.0	6.842	11.85	0.0	505.58	52.06	217.217
20761.4	510.84	0.0	6.79	11.761	0.0	510.84	50.46	217.527
21035.6	517.08	0.0	6.43	11.137	0.0	517.08	48.46	217.654
21347.8	523.94	0.0	5.916	10.246	0.0	523.94	46.26	217.632
21649.0	530.1	0.0	5.195	8.999	0.0	530.1	44.2	217.342
21973.4	536.78	0.0	4.784	8.286	0.0	536.78	42.06	216.98
22281.2	543.26	0.0	4.578	7.93	0.0	543.26	40.06	216.563
22516.4	549.16	0.0	4.527	7.841	0.0	549.16	38.66	216.7
22726.4	554.98	0.0	4.63	8.019	0.0	554.98	37.46	217.031
22982.4	562.76	0.0	4.064	7.039	0.0	562.76	36.06	217.691
23222.2	570.76	0.0	3.601	6.237	0.0	570.76	34.8	218.552
23494.6	579.88	0.0	3.549	6.148	0.0	579.88	33.4	219.453
23739.4	588.16	0.0	3.755	6.504	0.0	588.16	32.2	220.27
23992.8	596.8	0.0	3.755	6.504	0.0	596.8	31.0	221.093
24186.6	603.46	0.0	4.527	7.841	0.0	603.46	30.12	221.727
24367.8	609.18	0.0	4.732	8.197	0.0	609.18	29.32	222.113
24555.6	614.26	0.0	4.527	7.841	0.0	614.26	28.52	222.201
24804.2	619.6	0.0	3.858	6.682	0.0	619.6	27.52	221.858
25034.2	623.8	0.0	3.601	6.237	0.0	623.8	26.62	221.249
25273.6	628.54	0.0	3.241	5.613	0.0	628.54	25.7	220.7
25543.0	635.32	0.0	3.241	5.613	0.0	635.32	24.7	220.564
25824.2	643.96	0.0	3.652	6.326	0.0	643.96	23.7	220.938
26066.0	653.14	0.0	4.012	6.95	0.0	653.14	22.9	221.899
26349.4	664.32	0.002	3.961	6.86	0.111	664.336	22.0	223.125
26677.6	676.98	0.004	4.167	7.217	0.184	677.012	21.0	224.373
27024.8	690.0	0.006	4.218	7.306	0.231	690.049	20.0	225.521
27393.4	703.46	0.008	3.858	6.682	0.26	703.526	19.0	226.574
